## templates (a): scripts/fuzz.sh replay
# class | filed inputs | signature | shortest culprit (bytes: hex, first 64 bytes)
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-illegal-zero-content-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 406: 3180308002010002010104070c0558636f646500003080020101020101040302010000003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-invalid-bit-string-bits-left-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 406: 3180308002010002010104070c0558636f646500003080020101020101040302010000003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-invalid-object-encoding-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 281: 3180308002010002010104030c0131000030800201040201010408f2bff5fb0f0000000000308002010502010104141653abcba0767179556568e83f5041b637
L1 opaque ANY: version contents not parsed | 4 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-missing-eoc @truncated ASN.1 value: version, inside it | 406: 3180308002010002010104070c0558636f646500003080020101020101040302010000003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-missing-eoc-nested-asn#-error @truncated ASN.1 value: version, inside it | 391: 3180308002010002010104070c0558636f646500003080020101020101040302010000003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 9 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-missing-eoc-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 1839: 318030800201080201012480040116040100000000003080020114020101248004010c0401000000000030800201010201012480040102040201000000000030
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-mstring-not-universal @truncated ASN.1 value: version, inside it | 406: 3180308002010002010104070c0558636f646500003080020101020101040302010000003080020104020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-mstring-wrong-tag @truncated ASN.1 value: version, inside it | 315: 318030800201000201010403040131000030800201040201010408f2bff5fb0f0000000000308002010502010104141653abcba0767179556568e83f5041b637
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-negative-receipt-integer @truncated ASN.1 value: version, inside it | 372: 3180308002010002010104070c0558636f64650000308002010102010104030201ff00003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-nested-asn#-string-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 1852: 318030800201080201012480040116040100000000003080020114020101248004010c0401000000000030800201010201012480040102040201000000000030
L1 opaque ANY: version contents not parsed | 16 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-null-is-wrong-length-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 334: 3180308002010002010104070c0558636f64650000308002010302010104030c0131000030800201040201010408f2bff5fb0f00000000003080020105020101
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-receipt-attribute-type-exceeds-the-##-bit-signed-range @truncated ASN.1 value: version, inside it | 1024: 31830003fb3082001202820002270f0282000101048200030102033082001502820001130282000101048200070c820003312e30308200160282000101028200
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-receipt-integer-exceeds-the-shared-safe-integer-range @truncated ASN.1 value: version, inside it | 1344: 3182053c300a02010802010104021600300a02011402010104020c00300b0201010201010403020100300b02010302010104030c0132300b02010b0201010403
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-sequence-length-mismatch-nested-asn#-error @truncated ASN.1 value: version, inside it | 352: 31803080020101020101040302010000003080020102020101042d0c2b636f6d2e6578616d706c652e6e617402010104030c0131000030800201040201010408
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-sequence-not-constructed-nested-asn#-error @truncated ASN.1 value: version, inside it | 1600: 3182063c300e0201080201012406040116040100300e020114020101240604010c040100300f020101020101240704010204020100300f020103020101240704
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-string-too-short-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 1834: 318030800201080201012480040116040100000000003080020114670101248004010c0401000000000030800201010201012480040102040201000000000030
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-too-large-INTEGER-wider-than-##-bits @truncated ASN.1 value: version, inside it | 3520: 318030800201080201012480040116040100000000003080020114020101248004010c0401000000000030800201010201012480040102040201000000000030
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-too-long-bad-object-header-nested-asn#-error @truncated ASN.1 value: version, inside it | 334: 3180308002010002010104070c0558636f64650000308002010302010104030c0131000030800201040201010408f2bff5fb0f00000000003080020105020101
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-too-long-bad-object-header-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 334: 3180308002010002010104070c0558636f64650000308002010302010104030c0131000030800201040201010408f2bff5fb0f00000000003080020105020101
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-too-long-bad-object-header-nested-asn#-error-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 246: 3180308002010502010104141653abcba0767179556568e83f5041b637e29a8500003080020108f70101040216000000308002010c0201010416161432303233
L1 opaque ANY: version contents not parsed | 4 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-too-small @truncated ASN.1 value: version, inside it | 121: 3180308002010002010104070c0558636f64650000308002010130010104030201000000308002010208020101240216000000308002010c0201010416161432
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-trailing-bytes @truncated ASN.1 value: version, inside it | 171: 3181a8300c020104020101040401020304300d02010302010104050c03312e30300d02011302010104050c02312e30301b02010060010104130c1150726f6475
L1 opaque ANY: version contents not parsed | 9 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-type-not-constructed-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 714: 318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e33301002010402
L1 opaque ANY: version contents not parsed | 19 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-type-not-primitive @truncated ASN.1 value: version, inside it | 714: 318202c6300c0202270f0201010403010203301102011302010104092c0704013104022e303013020103020101040b2c090402312e0403322e33301002010402
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-type-not-primitive-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 406: 3180308002010002010104070c0558636f646500003080020101020101040302010000003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-unexpected-eoc @truncated ASN.1 value: version, inside it | 646: 31820282300c0202270f0201010403010203300d02011302010104050c03312e30300f02010302010104070c05312e322e333010020104020101040801020304
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-unexpected-eoc-nested-asn#-error @truncated ASN.1 value: version, inside it | 406: 3180308002010002010104070c0558636f646500003080020101020101040302010000003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-unexpected-eoc-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 1600: 3182063c300e0201080201012406040116040100300e020114020101240604010c040100300f020101020101240704010204020100300f020103020101240704
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-universalstring-is-wrong-length-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 177: 31803080020100fe0101248004030c055804041604010000000000308002010c0201012480040b1614323032332d30352d31040b395430313a34353a34305a00
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-unparseable-receipt-date @truncated ASN.1 value: version, inside it | 268: 3180308002010003010104070c0558636f64650000308002020108f70101040216000000308002010c02010104161614323032332d31302d31395430313a3435
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-wrong-tag-nested-asn#-error @truncated ASN.1 value: version, inside it | 406: 3180308002010002010104070c0558636f646500003080020101020101040302010000003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-wrong-tag-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 319: 3180308002010002010104070c0504030c0131000030800201040201010408f2bff5fb0f0000000000308002010502010104141653abcba0767179556568e83f
L1 opaque ANY: version contents not parsed | 50 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-wrong-tag-nested-asn#-error-nested-asn#-error-nested-asn#-error @truncated ASN.1 value: version, inside it | 406: 3180308002010002010104070c0558636f646500003080020101020101040302010000003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 3 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-unsupported-ASN-#-length--new-negative-receipt-integer @unsupported ASN.1 length: version, inside it | 373: 3180308002010002010104070c0558636f64650000308002010102010104030201ff00003080020102020101042d0c2b636f6d2e6578616d706c652e6e617475
L1 opaque ANY: version contents not parsed | 3 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-unsupported-ASN-#-length--new-too-long-bad-object-header-nested-asn#-error-nested-asn#-error-nested-asn#-error @unsupported ASN.1 length: version, inside it | 423: 3180308002016f6d2e65f8616d7572654c610417622e6261636b7961726462697264732e6578616d706c65000040003080020103020101248004010c04020131
L1 opaque ANY: version contents not parsed | 4 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-unsupported-ASN-#-length--new-trailing-bytes @unsupported ASN.1 length: version, inside it | 688: 31803080020227a37002bad72480040aa37002bad7df701d30ae040a601ebf3c4c2dc23a09c000000000308002010c0201012480040b1614323032342d30382d
L1 opaque ANY: version contents not parsed | 3 | old-ERR-new-ERR+date-new-only--whole--old-receipt-payload-is-not-valid-ASN-#-unsupported-ASN-#-length--new-wrong-tag-nested-asn#-error-nested-asn#-error-nested-asn#-error @unsupported ASN.1 length: version, inside it | 546: 3180308002016f6d2e65f8616d706c652e617070301b02010002010104130c1150726f64756374696f6e53616e64626f78301c00020101248004030c05580404
L1 opaque ANY: version contents not parsed | 3 | old-ERR-new-ERR+date-old-only--in-app-whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-ok @in-app SET: ASN.1 length exceeds input: version, inside it | 202: 3181c7300c020206a50201010403020101300c020206af020101040302012a300c020206b102010104030201003019020206a702010104100c0e373030303030
L1 opaque ANY: version contents not parsed | 1 | old-ERR-new-OK+date-new-only--in-app-whole--old-receipt-payload-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-ok @in-app SET: ASN.1 length exceeds input: version, inside it | 216: 3181d53010020206a50201012407040102040201013010020206af02010124070401020402012a301d020106a6020102241404080c0e37303030303004083030
L1 opaque ANY: version contents not parsed | 4 | old-ERR-new-OK+date-new-only--in-app-whole--old-receipt-payload-is-not-valid-ASN-#-truncated-ASN-#-value--new-ok @in-app SET: truncated ASN.1 value: version, inside it | 185: 31803080020206a5020101248004010204020101000000003080020206a6020101248004070c0c706173732e04077072656d69756d000000003080020206a7ef
L1 opaque ANY: version contents not parsed | 1 | old-ERR-new-OK+date-new-only--whole--old-receipt-payload-double-wrap-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-ok @double wrap: ASN.1 length exceeds input: version, inside it | 763: 248202f704820177318202eb30100202270f0201012407040101040202033011020113020101240904020c030403312e303013020103020101240b04030c0531
